,,,0,0,0
GENERAL MILLS,TV REMOTE,MISCELLANEOUS,278.94,332.41,123
GENERAL MILLS,VIDEO GAME,MONITORS & TV,288.62,407.92,98
GENERAL MILLS,WALLET,CELL PHONE,299.43,377.85,169
GENERAL MILLS,WATCH,LAPTOP COMPUTERS,44.96,49.04,90
GENERAL MILLS,WATER BOTTLE,ACCESSORIES,263.9,282.67,122
GENERAL MILLS,WINTER COAT,LAPTOP COMPUTERS,298.24,320.28,58
GENERAL MILLS,WRENCH,MISCELLANEOUS,200.7,246.12,126
GILLETTE,ALBUM,MONITORS & TV,155.24,178.68,128
GILLETTE,BASEBALL CAP,LAPTOP COMPUTERS,104.55,118.62,156
GILLETTE,BASKETBALL,MISCELLANEOUS,184.83,237.12,84
GILLETTE,BATTERIES,CELL PHONE,284.84,412.6,32
GILLETTE,BATTERY PACK,CLOTHING,179.44,217.58,163
GILLETTE,BLANKET,MISCELLANEOUS,48.59,64.03,30
GILLETTE,BLENDER,MONITORS & TV,129.2,153.82,23
GILLETTE,BOOK,ACCESSORIES,190.38,239.85,188
GILLETTE,BOTTLE OF SODA,LAPTOP COMPUTERS,89.18,119.21,5
GILLETTE,BOWTIE,MISCELLANEOUS,245.02,280.77,139
GILLETTE,BOX,SMART WATCH,24.32,28.05,44
GILLETTE,BRACELET,SMART WATCH,91.78,130.81,97
GILLETTE,CALCULATOR,SPORTS,111.16,159.05,16
GILLETTE,CAR,LAPTOP COMPUTERS,291.28,318.62,87
GILLETTE,CLEATS,MONITORS & TV,17.61,22.64,75
GILLETTE,COFFEE MUG,SMART WATCH,212.4,262.36,169
GILLETTE,COLOGNE,MISCELLANEOUS,122.6,154.28,147
GILLETTE,COLORED PENCILS,CLOTHING,47.54,69.33,198
GILLETTE,COMB,CLOTHING,299.78,384.49,122
GILLETTE,CRACKERS,SPORTS,228.45,340.04,70
GILLETTE,DESK,SPORTS,66.12,72.06,181
GILLETTE,DRILL,CELL PHONE,105.1,138.66,162
GILLETTE,DRILL BITS,CELL PHONE,192.54,250.12,157
GILLETTE,ERASER,MONITORS & TV,149.35,198.38,104
GILLETTE,FISHING ROD,LAPTOP COMPUTERS,95.38,107.97,16
GILLETTE,FLATSCREEN TV,LAPTOP COMPUTERS,190.57,241.73,52
GILLETTE,FLIP PHONE,LAPTOP COMPUTERS,47.66,67.84,72
GILLETTE,FLUTE,CELL PHONE,103.89,134.06,76
GILLETTE,FOOTBALL,CLOTHING,129.39,183.41,239
GILLETTE,FORK,MONITORS & TV,140.66,172.8,26
GILLETTE,FRISBEE,MISCELLANEOUS,65.57,81.4,39
GILLETTE,GLASSES,SPORTS,42.4,57.15,45
GILLETTE,GLOVES,ACCESSORIES,139.06,187.68,169
GILLETTE,GPS,MISCELLANEOUS,38.74,54.04,131
GILLETTE,HAIR GEL,SMART WATCH,93.41,111.97,128
GILLETTE,HAMMER,MONITORS & TV,242.21,356.64,39
GILLETTE,HAND TOWEL,CELL PHONE,202.04,285.94,200
GILLETTE,HANDBAG,MISCELLANEOUS,105.87,126.53,183
GILLETTE,HEADPHONES,MISCELLANEOUS,154.68,194.5,73
GILLETTE,JACKET,CELL PHONE,220.58,234.07,191
GILLETTE,JEANS,CELL PHONE,123.55,177.47,188
GILLETTE,JERSEY,SMART WATCH,274.85,300.53,137
GILLETTE,KEYBOARD,MONITORS & TV,297.53,353.21,73
GILLETTE,KNIFE,SMART WATCH,161.49,207.18,63
GILLETTE,LANYARD,CELL PHONE,203.83,284.01,112
GILLETTE,LAPTOP,CELL PHONE,80.05,99.44,37
GILLETTE,LAWN MOWER,SPORTS,210.47,240.43,151
GILLETTE,LEMONADE,MONITORS & TV,163.66,216.24,191
GILLETTE,LOTION,SMART WATCH,184.71,220.56,174
GILLETTE,MECHANICAL PENCIL,CLOTHING,268.33,382.43,39
GILLETTE,MODEL CAR,MONITORS & TV,188.32,206.17,160
GILLETTE,MUSIC SOFTWARE,MISCELLANEOUS,200.53,230.91,138
GILLETTE,NAILS,CLOTHING,12.4,13.66,6
GILLETTE,NECKLACE,CLOTHING,229.53,317.81,185
GILLETTE,PAN,CLOTHING,128.69,151.65,43
GILLETTE,PAPER,SPORTS,133.59,154.37,78
GILLETTE,PEN,SMART WATCH,211.48,259.15,38
GILLETTE,PENCIL,MISCELLANEOUS,28.96,36.05,79
GILLETTE,PENCIL SHARPENER,MISCELLANEOUS,52.61,60.85,106
GILLETTE,PLASMA TV,CLOTHING,195.69,220.93,152
GILLETTE,POTATO CHIPS,LAPTOP COMPUTERS,134.4,174.17,11
GILLETTE,RC CAR,MISCELLANEOUS,18.12,24.39,181
GILLETTE,RC HELICOPTER,ACCESSORIES,75.3,87.2,158
GILLETTE,RC PLANE,MISCELLANEOUS,92.77,127.33,37
GILLETTE,RULLER,SMART WATCH,65.87,93.52,116
GILLETTE,SAW,MONITORS & TV,276.1,336.76,133
GILLETTE,SCREWDRIVER,SMART WATCH,230.75,303.78,32
GILLETTE,SCREWS,MONITORS & TV,150.92,164.84,57
GILLETTE,SHAMPOO,CLOTHING,258.75,281.08,155
GILLETTE,SHAVING CREAM,CLOTHING,33.98,38.4,142
GILLETTE,SHIN GUARDS,SMART WATCH,253.81,372.96,185
GILLETTE,SHOES,MONITORS & TV,134.01,142.72,37
GILLETTE,SHORTS,SMART WATCH,111.88,118.41,175
GILLETTE,SHOVEL,MONITORS & TV,170.96,228.02,54
GILLETTE,SMARTPHONE,MONITORS & TV,292.22,377.8,154
GILLETTE,SOAP BAR,LAPTOP COMPUTERS,107.9,128.98,152
GILLETTE,SOCKS,CLOTHING,279.24,313.27,147
GILLETTE,SPOON,SPORTS,63.46,73.01,89
GILLETTE,SPORTS DRINK,ACCESSORIES,52.94,73.19,156
GILLETTE,SPRAY PAINT,SPORTS,221.87,248.53,150
GILLETTE,STAPLER,CLOTHING,279.75,415.49,24
GILLETTE,STOPWATCH,SMART WATCH,234.08,348.09,164
GILLETTE,STRAWS,ACCESSORIES,183.82,209.45,144
GILLETTE,STUFFED BEAR,MONITORS & TV,246.76,312.96,19
GILLETTE,SUNGLASSES,MONITORS & TV,95.25,117.62,24
GILLETTE,TENNIS BALL,MONITORS & TV,51.95,71.95,88
GILLETTE,THERMOS,SMART WATCH,11.96,14.65,189
GILLETTE,TIE,ACCESSORIES,79.88,89.19,144
GILLETTE,TIRE,LAPTOP COMPUTERS,181.66,213.5,95
GILLETTE,TOOTHBRUSH,LAPTOP COMPUTERS,208.65,264.15,16
GILLETTE,TOOTHPASTE,SPORTS,181.58,265.61,198
GILLETTE,TOWEL,MONITORS & TV,145.48,214.81,140
GILLETTE,TV REMOTE,MISCELLANEOUS,164.01,202.54,41
GILLETTE,VIDEO GAME,MONITORS & TV,149.46,166.85,170
GILLETTE,WALLET,CELL PHONE,42.56,46.89,118
GILLETTE,WATCH,LAPTOP COMPUTERS,175.21,201.65,111
GILLETTE,WATER BOTTLE,ACCESSORIES,56.88,77.72,34
GILLETTE,WINTER COAT,LAPTOP COMPUTERS,235.05,272.57,5
GILLETTE,WRENCH,MISCELLANEOUS,90.66,110.48,81
GMC,ALBUM,MONITORS & TV,243.84,349.47,128
GMC,BASEBALL CAP,LAPTOP COMPUTERS,193.7,260.28,52
GMC,BASKETBALL,MISCELLANEOUS,267.12,299.74,131
GMC,BATTERIES,CELL PHONE,210.44,312.45,170
GMC,BATTERY PACK,CLOTHING,101.52,118.71,74
GMC,BLANKET,MISCELLANEOUS,244.32,273.5,108
GMC,BLENDER,MONITORS & TV,257.57,295.4,157
GMC,BOOK,ACCESSORIES,237.34,283.97,57
GMC,BOTTLE OF SODA,LAPTOP COMPUTERS,290.75,387.94,155
GMC,BOWTIE,MISCELLANEOUS,115.11,139.76,123
GMC,BOX,SMART WATCH,53.34,67.1,107
GMC,BRACELET,SMART WATCH,61.41,88.42,46
GMC,CALCULATOR,SPORTS,51.44,65.27,24
GMC,CAR,LAPTOP COMPUTERS,279.65,398.56,14
GMC,CLEATS,MONITORS & TV,198.2,290.91,173
GMC,COFFEE MUG,SMART WATCH,135.09,196.19,178
GMC,COLOGNE,MISCELLANEOUS,188.29,208.5,103
GMC,COLORED PENCILS,CLOTHING,54.52,70.4,91
GMC,COMB,CLOTHING,50.59,72.15,165
GMC,CRACKERS,SPORTS,59.01,81.27,57
GMC,DESK,SPORTS,61.32,80.44,159
GMC,DRILL,CELL PHONE,148.72,163.95,72
GMC,DRILL BITS,CELL PHONE,173.74,206.39,145
GMC,ERASER,MONITORS & TV,21.2,26.64,53
GMC,FISHING ROD,LAPTOP COMPUTERS,228.1,302.42,84
GMC,FLATSCREEN TV,LAPTOP COMPUTERS,86.81,105.41,43
GMC,FLIP PHONE,LAPTOP COMPUTERS,241.31,304.37,126
GMC,FLUTE,CELL PHONE,160.13,209.91,139
GMC,FOOTBALL,CLOTHING,288.73,422.05,344
GMC,FORK,MONITORS & TV,288.47,356.06,132
GMC,FRISBEE,MISCELLANEOUS,105.48,137.7,18
GMC,GLASSES,SPORTS,263.65,288.83,120
GMC,GLOVES,ACCESSORIES,13.16,16.83,136
GMC,GPS,MISCELLANEOUS,238.59,344.74,30
GMC,HAIR GEL,SMART WATCH,262.71,276.9,25
GMC,HAMMER,MONITORS & TV,28.42,38.55,155
GMC,HAND TOWEL,CELL PHONE,223.37,324.32,80
GMC,HANDBAG,MISCELLANEOUS,76.29,81.66,146
GMC,HEADPHONES,MISCELLANEOUS,91.83,135.61,18
GMC,JACKET,CELL PHONE,200.83,222,18
GMC,JEANS,CELL PHONE,254.88,292.11,63
GMC,JERSEY,SMART WATCH,142.6,167.96,31
GMC,KEYBOARD,MONITORS & TV,213.51,273.27,166
GMC,KNIFE,SMART WATCH,267.69,352.2,52
GMC,LANYARD,CELL PHONE,299.92,360.1,51
GMC,LAPTOP,CELL PHONE,109.06,136.96,139
GMC,LAWN MOWER,SPORTS,164.07,178.9,94
GMC,LEMONADE,MONITORS & TV,168.92,188.83,189
GMC,LOTION,SMART WATCH,78.3,93.7,84
GMC,MECHANICAL PENCIL,CLOTHING,154.23,193.66,167
GMC,MODEL CAR,MONITORS & TV,63.09,74.58,95
GMC,MUSIC SOFTWARE,MISCELLANEOUS,184.34,271.05,159
GMC,NAILS,CLOTHING,156.24,227.81,81
GMC,NECKLACE,CLOTHING,30.43,34.04,195
GMC,PAN,CLOTHING,269.47,287.16,130
GMC,PAPER,SPORTS,89.21,96.38,12
GMC,PEN,SMART WATCH,71.54,76.22,106
GMC,PENCIL,MISCELLANEOUS,120.31,144.63,153
GMC,PENCIL SHARPENER,MISCELLANEOUS,204.76,270.32,149
GMC,PLASMA TV,CLOTHING,253.31,307.94,90
GMC,POTATO CHIPS,LAPTOP COMPUTERS,105.28,116.43,132
GMC,RC CAR,MISCELLANEOUS,182.94,248.5,127
GMC,RC HELICOPTER,ACCESSORIES,258.92,274.97,53
GMC,RC PLANE,MISCELLANEOUS,105.3,122.73,107
GMC,RULLER,SMART WATCH,18.73,22.91,68
GMC,SAW,MONITORS & TV,120.04,152.48,171
GMC,SCREWDRIVER,SMART WATCH,80.56,88.27,36
GMC,SCREWS,MONITORS & TV,281.75,329.12,24
GMC,SHAMPOO,CLOTHING,229.62,307.53,198
GMC,SHAVING CREAM,CLOTHING,168,225.74,16
GMC,SHIN GUARDS,SMART WATCH,21.46,28.25,114
GMC,SHOES,MONITORS & TV,137.96,193.47,14
GMC,SHORTS,SMART WATCH,47.34,68.82,171
GMC,SHOVEL,MONITORS & TV,43.51,48.13,124
GMC,SMARTPHONE,MONITORS & TV,24,26.1,18
GMC,SOAP BAR,LAPTOP COMPUTERS,49.37,72.54,96
GMC,SOCKS,CLOTHING,108.76,150.28,72
GMC,SPOON,SPORTS,18.12,19.95,79
GMC,SPORTS DRINK,ACCESSORIES,58.88,75.33,174
GMC,SPRAY PAINT,SPORTS,257.21,276.43,161
GMC,STAPLER,CLOTHING,88.88,119.76,6
GMC,STOPWATCH,SMART WATCH,95.3,137.66,176
GMC,STRAWS,ACCESSORIES,50.39,69.35,180
GMC,STUFFED BEAR,MONITORS & TV,155.71,182.6,107
GMC,SUNGLASSES,MONITORS & TV,243.41,360.28,156
GMC,TENNIS BALL,MONITORS & TV,93.78,113.08,113
GMC,THERMOS,SMART WATCH,219.61,271.53,71
GMC,TIE,ACCESSORIES,211.92,260.65,68
GMC,TIRE,LAPTOP COMPUTERS,32.03,44.98,89
GMC,TOOTHBRUSH,LAPTOP COMPUTERS,8.52,9.63,189
GMC,TOOTHPASTE,SPORTS,129.58,179.26,18
GMC,TOWEL,MONITORS & TV,155.97,200.17,137
GMC,TV REMOTE,MISCELLANEOUS,280.11,390.71,12
GMC,VIDEO GAME,MONITORS & TV,252.69,279.7,36
GMC,WALLET,CELL PHONE,258.31,313.08,77
GMC,WATCH,LAPTOP COMPUTERS,260.02,333.32,164
GMC,WATER BOTTLE,ACCESSORIES,298.16,360.25,194
GMC,WINTER COAT,LAPTOP COMPUTERS,261.87,339.46,156
GMC,WRENCH,MISCELLANEOUS,276.35,329.14,13
GOOGLE,ALBUM,MONITORS & TV,21.38,25.7,93
GOOGLE,BASEBALL CAP,LAPTOP COMPUTERS,242.15,328.47,160
GOOGLE,BASKETBALL,MISCELLANEOUS,94,120.73,63
GOOGLE,BATTERIES,CELL PHONE,87.73,95.16,194
GOOGLE,BATTERY PACK,CLOTHING,234.09,280.97,134
GOOGLE,BLANKET,MISCELLANEOUS,104.17,119.76,88
GOOGLE,BLENDER,MONITORS & TV,298.34,320.57,97
GOOGLE,BOOK,ACCESSORIES,294.59,384.65,51
GOOGLE,BOTTLE OF SODA,LAPTOP COMPUTERS,250.17,321.93,46
GOOGLE,BOWTIE,MISCELLANEOUS,225.48,263.65,90
GOOGLE,BOX,SMART WATCH,295.45,311.37,121
GOOGLE,BRACELET,SMART WATCH,70.97,103.92,168
GOOGLE,CALCULATOR,SPORTS,57.67,78.62,197
GOOGLE,CAR,LAPTOP COMPUTERS,297.91,366.22,169
GOOGLE,CLEATS,MONITORS & TV,41.4,52.66,120
GOOGLE,COFFEE MUG,SMART WATCH,202.94,259.53,94
GOOGLE,COLOGNE,MISCELLANEOUS,116.77,162.18,195
GOOGLE,COLORED PENCILS,CLOTHING,218.06,304.91,18
GOOGLE,COMB,CLOTHING,26.29,33.97,21
GOOGLE,CRACKERS,SPORTS,108.07,130,179
GOOGLE,DESK,SPORTS,91.01,125.29,19
GOOGLE,DRILL,CELL PHONE,149.57,185.69,196
GOOGLE,DRILL BITS,CELL PHONE,191.53,269.42,128
GOOGLE,ERASER,MONITORS & TV,162.53,212.73,152
GOOGLE,FISHING ROD,LAPTOP COMPUTERS,77.81,114.3,114
GOOGLE,FLATSCREEN TV,LAPTOP COMPUTERS,47.84,70.05,98
GOOGLE,FLIP PHONE,LAPTOP COMPUTERS,239.31,256.01,108
GOOGLE,FLUTE,CELL PHONE,113.72,137.34,102
GOOGLE,FOOTBALL,CLOTHING,16.04,20.51,108
GOOGLE,FORK,MONITORS & TV,107.29,157.07,102
GOOGLE,FRISBEE,MISCELLANEOUS,292.16,332.67,152
GOOGLE,GLASSES,SPORTS,246.38,288.99,33
GOOGLE,GLOVES,ACCESSORIES,135.96,185.62,53
GOOGLE,GPS,MISCELLANEOUS,109.01,156.28,112
GOOGLE,HAIR GEL,SMART WATCH,45.79,57.91,193
GOOGLE,HAMMER,MONITORS & TV,240.01,337.28,128
GOOGLE,HAND TOWEL,CELL PHONE,159.69,205.14,162
GOOGLE,HANDBAG,MISCELLANEOUS,194.44,224.68,185
GOOGLE,HEADPHONES,MISCELLANEOUS,271.27,362.72,121
GOOGLE,JACKET,CELL PHONE,209.34,274.45,96
GOOGLE,JEANS,CELL PHONE,44.42,62.49,98
GOOGLE,JERSEY,SMART WATCH,144.33,173.58,38
GOOGLE,KEYBOARD,MONITORS & TV,271.71,388.63,21
GOOGLE,KNIFE,SMART WATCH,271.29,387.05,115
GOOGLE,LANYARD,CELL PHONE,129.73,179.25,55
GOOGLE,LAPTOP,CELL PHONE,152.07,210.48,199
GOOGLE,LAWN MOWER,SPORTS,256.47,309.41,39
GOOGLE,LEMONADE,MONITORS & TV,190.83,263.63,5
GOOGLE,LOTION,SMART WATCH,297.19,320.79,55
GOOGLE,MECHANICAL PENCIL,CLOTHING,251.09,369.59,114
GOOGLE,MODEL CAR,MONITORS & TV,249.39,353.92,87
GOOGLE,MUSIC SOFTWARE,MISCELLANEOUS,168.58,216.61,168
GOOGLE,NAILS,CLOTHING,60.56,72.11,87
GOOGLE,NECKLACE,CLOTHING,66.8,82.15,118
GOOGLE,PAN,CLOTHING,250.76,371.19,75
GOOGLE,PAPER,SPORTS,145.32,171.84,98
GOOGLE,PEN,SMART WATCH,247.57,336.52,73
GOOGLE,PENCIL,MISCELLANEOUS,162.27,215.21,54
GOOGLE,PENCIL SHARPENER,MISCELLANEOUS,299.26,419.85,91
GOOGLE,PLASMA TV,CLOTHING,15.13,20.77,63
GOOGLE,POTATO CHIPS,LAPTOP COMPUTERS,121.89,131.22,138
GOOGLE,RC CAR,MISCELLANEOUS,175.71,249.59,60
GOOGLE,RC HELICOPTER,ACCESSORIES,70.35,78.19,101
GOOGLE,RC PLANE,MISCELLANEOUS,174.32,223.32,76
GOOGLE,RULLER,SMART WATCH,274.96,363.26,47
GOOGLE,SAW,MONITORS & TV,163.37,173.79,6
GOOGLE,SCREWDRIVER,SMART WATCH,48.73,71.01,138
GOOGLE,SCREWS,MONITORS & TV,222.13,268.58,190
GOOGLE,SHAMPOO,CLOTHING,21.38,22.75,178
GOOGLE,SHAVING CREAM,CLOTHING,213.32,287.52,112
GOOGLE,SHIN GUARDS,SMART WATCH,100.52,145.02,187
GOOGLE,SHOES,MONITORS & TV,39.06,42.91,37
GOOGLE,SHORTS,SMART WATCH,262.6,287.63,140
GOOGLE,SHOVEL,MONITORS & TV,18.3,25.57,175
GOOGLE,SMARTPHONE,MONITORS & TV,56.88,62.32,35
GOOGLE,SOAP BAR,LAPTOP COMPUTERS,236.23,296.75,25
GOOGLE,SOCKS,CLOTHING,217.92,238.93,136
GOOGLE,SPOON,SPORTS,69.29,91.95,130
GOOGLE,SPORTS DRINK,ACCESSORIES,296.56,434.47,200
GOOGLE,SPRAY PAINT,SPORTS,277.69,406.12,146
GOOGLE,STAPLER,CLOTHING,114.55,148.95,17
GOOGLE,STOPWATCH,SMART WATCH,50.94,62.01,122
GOOGLE,STRAWS,ACCESSORIES,211.87,263.31,199
GOOGLE,STUFFED BEAR,MONITORS & TV,186.37,226.57,105
GOOGLE,SUNGLASSES,MONITORS & TV,120.36,175.22,72
GOOGLE,TENNIS BALL,MONITORS & TV,277.6,322.2,97
GOOGLE,THERMOS,SMART WATCH,94.76,124.83,148
GOOGLE,TIE,ACCESSORIES,227.7,341.11,194
GOOGLE,TIRE,LAPTOP COMPUTERS,198.85,249.49,32
GOOGLE,TOOTHBRUSH,LAPTOP COMPUTERS,292.3,366.52,175
GOOGLE,TOOTHPASTE,SPORTS,189.77,208.96,96
GOOGLE,TOWEL,MONITORS & TV,31.19,46.78,49
GOOGLE,TV REMOTE,MISCELLANEOUS,118.84,167.29,17
GOOGLE,VIDEO GAME,MONITORS & TV,212.96,228.93,62
GOOGLE,WALLET,CELL PHONE,106.36,143.37,104
GOOGLE,WATCH,LAPTOP COMPUTERS,106.75,138.78,193
GOOGLE,WATER BOTTLE,ACCESSORIES,125.59,182.59,71
GOOGLE,WINTER COAT,LAPTOP COMPUTERS,72.92,99.9,113
GOOGLE,WRENCH,MISCELLANEOUS,5.74,6.92,158
HANES,T-SHIRT,MISCELLANEOUS,24.99,49.99,30
HASBRO,ALBUM,MONITORS & TV,103.52,119.54,115
HASBRO,BASEBALL CAP,LAPTOP COMPUTERS,80.21,103.69,82
HASBRO,BASKETBALL,MISCELLANEOUS,171.64,253.48,127
HASBRO,BATTERIES,CELL PHONE,133.08,192.15,184
HASBRO,BATTERY PACK,CLOTHING,7.48,8.63,25
HASBRO,BLANKET,MISCELLANEOUS,285.85,310.02,138
HASBRO,BLENDER,MONITORS & TV,281.86,299.52,156
HASBRO,BOOK,ACCESSORIES,225.67,338.5,96
HASBRO,BOTTLE OF SODA,LAPTOP COMPUTERS,243.89,349.28,91
HASBRO,BOWTIE,MISCELLANEOUS,208.28,249.52,111
HASBRO,BOX,SMART WATCH,78.02,116.31,105
HASBRO,BRACELET,SMART WATCH,135.77,188.77,82
HASBRO,CALCULATOR,SPORTS,113.1,120.19,33
HASBRO,CAR,LAPTOP COMPUTERS,183.19,224.68,158
HASBRO,CLEATS,MONITORS & TV,215.5,228.09,51
HASBRO,COFFEE MUG,SMART WATCH,131.3,150.37,36
HASBRO,COLOGNE,MISCELLANEOUS,130.8,167.53,149
HASBRO,COLORED PENCILS,CLOTHING,257.67,283.05,111
HASBRO,COMB,CLOTHING,280.64,416.28,87
HASBRO,CRACKERS,SPORTS,168.89,236.15,175
HASBRO,DESK,SPORTS,63.39,70.26,6
HASBRO,DRILL,CELL PHONE,80.06,115.88,126
HASBRO,DRILL BITS,CELL PHONE,295.35,332.77,91
HASBRO,ERASER,MONITORS & TV,262.51,335.16,165
HASBRO,FISHING ROD,LAPTOP COMPUTERS,258.45,290.21,178
HASBRO,FLATSCREEN TV,LAPTOP COMPUTERS,87.55,98.57,159
HASBRO,FLIP PHONE,LAPTOP COMPUTERS,16.44,19.5,132
HASBRO,FLUTE,CELL PHONE,292.97,369.33,115
HASBRO,FOOTBALL,CLOTHING,86.17,112.11,167
HASBRO,FORK,MONITORS & TV,30.57,45,56
HASBRO,FRISBEE,MISCELLANEOUS,27.23,38.79,108
HASBRO,GLASSES,SPORTS,43.74,60.22,151
HASBRO,GLOVES,ACCESSORIES,184.47,202.95,57
HASBRO,GPS,MISCELLANEOUS,65.83,78.86,86
HASBRO,HAIR GEL,SMART WATCH,262.07,332.13,95
HASBRO,HAMMER,MONITORS & TV,265.95,327.9,121
HASBRO,HAND TOWEL,CELL PHONE,219.79,285.84,149
HASBRO,HANDBAG,MISCELLANEOUS,64.71,68.4,112
HASBRO,HEADPHONES,MISCELLANEOUS,242.96,353.61,163
HASBRO,JACKET,CELL PHONE,137.1,152.4,198
HASBRO,JEANS,CELL PHONE,137.93,163.93,148
HASBRO,JERSEY,SMART WATCH,89.73,119.73,143
HASBRO,KEYBOARD,MONITORS & TV,199.97,270.11,112
HASBRO,KNIFE,SMART WATCH,185.13,234.49,154
HASBRO,LANYARD,CELL PHONE,119.49,134.29,30
HASBRO,LAPTOP,CELL PHONE,151.75,222.58,133
HASBRO,LAWN MOWER,SPORTS,153.69,211.97,33
HASBRO,LEMONADE,MONITORS & TV,176.4,196.24,200
HASBRO,LOTION,SMART WATCH,61.66,83.9,98
HASBRO,MECHANICAL PENCIL,CLOTHING,50.44,55.33,10
HASBRO,MODEL CAR,MONITORS & TV,93.36,138.81,183
HASBRO,MUSIC SOFTWARE,MISCELLANEOUS,278.79,357.48,149
HASBRO,NAILS,CLOTHING,128.12,159.01,138
HASBRO,NECKLACE,CLOTHING,276.58,394.94,122
HASBRO,PAN,CLOTHING,96.15,129.67,145
HASBRO,PAPER,SPORTS,29.12,42.92,83
HASBRO,PEN,SMART WATCH,20.76,28,160
HASBRO,PENCIL,MISCELLANEOUS,157.29,202.56,87
HASBRO,PENCIL SHARPENER,MISCELLANEOUS,172.57,183.34,185
HASBRO,PLASMA TV,CLOTHING,212.92,310.36,34
HASBRO,POTATO CHIPS,LAPTOP COMPUTERS,36.01,44.42,168
HASBRO,RC CAR,MISCELLANEOUS,71.19,92.7,110
HASBRO,RC HELICOPTER,ACCESSORIES,146.14,187.88,62
HASBRO,RC PLANE,MISCELLANEOUS,211.08,297.34,59
HASBRO,RULLER,SMART WATCH,297.17,321.23,7
HASBRO,SAW,MONITORS & TV,11.53,12.95,128
HASBRO,SCREWDRIVER,SMART WATCH,227.33,270.11,95
HASBRO,SCREWS,MONITORS & TV,123.13,131.64,38
HASBRO,SHAMPOO,CLOTHING,50.01,69.77,151
HASBRO,SHAVING CREAM,CLOTHING,77.88,91.1,44
HASBRO,SHIN GUARDS,SMART WATCH,137.37,148.07,163
HASBRO,SHOES,MONITORS & TV,62.95,66.67,186
HASBRO,SHORTS,SMART WATCH,169.81,200.14,164
HASBRO,SHOVEL,MONITORS & TV,117.14,167.31,161
HASBRO,SMARTPHONE,MONITORS & TV,35.03,49.89,121
HASBRO,SOAP BAR,LAPTOP COMPUTERS,249.84,325.75,115
HASBRO,SOCKS,CLOTHING,280.32,338.85,95
HASBRO,SPOON,SPORTS,105.48,153.49,193
HASBRO,SPORTS DRINK,ACCESSORIES,60.98,70.72,178
HASBRO,SPRAY PAINT,SPORTS,108.21,145.38,94
HASBRO,STAPLER,CLOTHING,43.81,46.33,71
HASBRO,STOPWATCH,SMART WATCH,50.25,74.19,46
HASBRO,STRAWS,ACCESSORIES,24.99,27.26,25
HASBRO,STUFFED BEAR,MONITORS & TV,32.3,46.14,95
HASBRO,SUNGLASSES,MONITORS & TV,23.46,28.11,188
HASBRO,TENNIS BALL,MONITORS & TV,37.2,51.48,66
HASBRO,THERMOS,SMART WATCH,233.73,291.74,65
HASBRO,TIE,ACCESSORIES,204.58,305.74,138
HASBRO,TIRE,LAPTOP COMPUTERS,112.09,147.97,163
HASBRO,TOOTHBRUSH,LAPTOP COMPUTERS,74.54,105.19,150
HASBRO,TOOTHPASTE,SPORTS,238.25,326.18,146
HASBRO,TOWEL,MONITORS & TV,91.76,116.87,49
HASBRO,TV REMOTE,MISCELLANEOUS,43.96,56.27,85
HASBRO,VIDEO GAME,MONITORS & TV,64.81,73.92,47
HASBRO,WALLET,CELL PHONE,104.95,135.89,59
HASBRO,WATCH,LAPTOP COMPUTERS,58.8,84.55,58
HASBRO,WATER BOTTLE,ACCESSORIES,76.46,110.54,178
HASBRO,WINTER COAT,LAPTOP COMPUTERS,89.18,102.61,111
HASBRO,WRENCH,MISCELLANEOUS,256.33,304.24,148
HBO,ALBUM,MONITORS & TV,188.99,205.02,61
HBO,BASEBALL CAP,LAPTOP COMPUTERS,143.71,171.36,161
HBO,BASKETBALL,MISCELLANEOUS,114.7,171.41,184
HBO,BATTERIES,CELL PHONE,136.88,152.52,138
HBO,BATTERY PACK,CLOTHING,74.16,96.92,83
HBO,BLANKET,MISCELLANEOUS,10.69,11.49,191
HBO,BLENDER,MONITORS & TV,225.18,264.97,75
HBO,BOOK,ACCESSORIES,89.99,126.11,193
HBO,BOTTLE OF SODA,LAPTOP COMPUTERS,237.93,327.35,119
HBO,BOWTIE,MISCELLANEOUS,16.48,24.54,185
HBO,BOX,SMART WATCH,66.25,96.2,132
HBO,BRACELET,SMART WATCH,197.07,280.23,192
HBO,CALCULATOR,SPORTS,164.54,188.77,121
HBO,CAR,LAPTOP COMPUTERS,60.69,74.01,26
HBO,CLEATS,MONITORS & TV,29.67,38.26,21
HBO,COFFEE MUG,SMART WATCH,195.77,258.07,110
HBO,COLOGNE,MISCELLANEOUS,230.11,267.78,46
HBO,COLORED PENCILS,CLOTHING,259.62,310.33,36
HBO,COMB,CLOTHING,272.64,393.24,194
HBO,CRACKERS,SPORTS,206,264.78,20
HBO,DESK,SPORTS,136.72,145.54,55
HBO,DRILL,CELL PHONE,76.69,86.01,6
HBO,DRILL BITS,CELL PHONE,8.71,10.51,103
HBO,ERASER,MONITORS & TV,72.38,89.42,197
HBO,FISHING ROD,LAPTOP COMPUTERS,150.36,209.53,165
HBO,FLATSCREEN TV,LAPTOP COMPUTERS,47.2,55.37,43
HBO,FLIP PHONE,LAPTOP COMPUTERS,70.58,101.7,59
HBO,FLUTE,CELL PHONE,72.84,103.1,184
HBO,FOOTBALL,CLOTHING,63.97,89.41,141
